finess,rs_finess,finess_geo,rs_finess_geo,region,type,participation,depot,nb_rep_score_all_ssr_ajust,score_all_ssr_ajust,classement,evolution,score_accueil_ssr_ajust,nb_rep_score_accueil_ssr_ajust,score_pec_ssr_ajust,nb_rep_score_pec_ssr_ajust,score_lieu_ssr_ajust,nb_rep_score_lieu_ssr_ajust,score_repas_ssr_ajust,nb_rep_score_repas_ssr_ajust,score_sortie_ssr_ajust,nb_rep_score_sortie_ssr_ajust,score_all_ssr_ajust_dp,taux_reco_brut,nb_reco_brut,score_ajust_esatis_region,score_ajust_esatis_type
760024042,CHI ELBEUF-LOUVIERS VAL DE REUIL,760000463,CH LES FEUGRAIS CHI ELBEUF,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760027292,CLINIQUE MEGIVAL,760027292,CLINIQUE MEGIVAL,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760029017,CLINIQUE GUILLAUME,760029017,CLINIQUE GUILLAUME,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,39,72.49,C,Non calculable,78.32,39,73.86,39,77.75,39,58.28,39,68.88,39,72.0,51.3,39,75.65,74.3
760034637,SSR PETIT COLMOULINS,760034637,SSR PETIT COLMOULINS,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,43,73.23,B,Amélioration,77.06,43,77.14,43,80.86,43,52.12,43,64.23,43,73.0,44.2,43,75.65,74.3
760780130,SSR DU CAUX LITTORAL,760780130,SSR DU CAUX LITTORAL,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760780619,CLINIQUE SAINT-HILAIRE ROUEN,760780619,CLINIQUE SAINT-HILAIRE,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760780692,CRMPR LES HERBIERS BOIS GUILLAUME,760780692,CMPR LES HERBIERS,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,89,77.42,A,Amélioration,86.76,89,83.97,89,70.32,89,57.7,89,74.86,89,77.0,64.0,89,75.65,78.23
760781054,CENTRE SSR ASSOCIATION LADAPT HAUTE NORMANDIE,760781054,LADAPT SEINE MARITIME,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760783035,HOPITAL ECOLE DE LA CROIX ROUGE,760783035,HOPITAL CROIX ROUGE BOIS-GUILLAUME,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760783159,CLINIQUE DES ESSARTS GRAND COURONNE,760783159,CLINIQUE DES ESSARTS,Normandie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,55,77.32,A,Stable,83.68,55,81.26,55,76.69,55,65.54,55,71.51,55,77.0,70.4,54,75.65,74.3
760780239,CENTRE HOSPITALIER UNIVERSITAIRE ROUEN,760783522,HOPITAL DE BOIS-GUILLAUME CHU ROUEN,Normandie,Centre Hospitalo-Universitaires,Obligatoire,Oui,39,79.04,A,Amélioration,85.32,39,84.64,39,76.27,39,69.23,39,68.11,39,79.0,68.4,38,75.65,75.79
760780239,CENTRE HOSPITALIER UNIVERSITAIRE ROUEN,760783530,HOPITAL DE OISSEL CHU ROUEN,Normandie,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760802439,CENTRE DES HELLANDES,760802439,MECS LES HELLANDES,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
760920918,CENTRE SSR MÉRIDIENNE,760920918,CENTRE DE REEDUCATION MERIDIENNE ROUEN,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,102,70.79,C,Diminution,77.02,102,75.37,102,71.55,102,53.22,102,64.57,102,71.0,47.1,102,75.65,74.3
770021152,CENTRE HOSPITALIER SUD SEINE ET MARNE,770000164,CH SUD SEINE ET MARNE SITE MONTEREAU,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
770110070,CENTRE HOSPITALIER LEON BINET DE PROVINS,770000172,CH DE PROVINS LEON BINET,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
770021152,CENTRE HOSPITALIER SUD SEINE ET MARNE,770000214,CH SUD SEINE ET MARNE SITE DE NEMOURS,Ile de France,Centre Hospitaliers,Facultatif,Oui,32,63.78,D,Non calculable,67.52,32,64.76,32,72.5,32,50.84,32,57.31,32,64.0,28.1,32,72.82,78.29
770016467,CLINIQUE DES PAYS DE MEAUX,770016467,CLINIQUE DES PAYS DE MEAUX,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
770016491,CLINIQUE SOLIS DE MONTEVRAIN,770016491,CLINIQUE SOLIS DE MONTEVRAIN,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,90,72.75,C,Stable,78.52,90,75.45,90,76.11,90,63.95,90,63.48,90,72.0,58.9,90,72.82,74.3
770020477,HOPITAL FORCILLES - FONDATION COGNACQ JAY,770020477,HOP FORCILLES FONDATION COGNACQ JAY,Ile de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,34,76.21,B,Stable,86.0,34,80.65,34,81.03,34,67.63,34,58.72,34,76.0,70.6,34,72.82,78.23
770150027,C.M.P.A. NEUFMOUTIERS,770150027,CLINIQUE FSEF NEUFMOUTIERS EN BRIE,Ile de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
770150043,CENTRE MÉDICAL BTP RETRAITE,770150043,BTP RESIDENCE MEDICO SOCIALES,Ile de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,57,72.61,C,Non calculable,78.45,57,75.99,57,74.4,57,52.8,57,70.01,57,72.0,49.1,57,72.82,78.23
770300218,INSTITUT MEDICAL DE SERRIS,770300218,INSTITUT DE READAPTATION SERRIS,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,40,72.5,C,Non calculable,77.25,40,73.14,40,75.65,40,68.85,40,67.47,40,72.0,45.0,40,72.82,74.3
770300259,CLINIQUE LES TROIS SOLEILS,770300259,CLINIQUE LES TROIS SOLEILS,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,133,77.32,A,Stable,83.71,133,82.32,133,76.09,133,60.99,133,71.4,133,77.0,73.7,133,72.82,74.3
770700011,CRF COUBERT,770700011,CENTRE DE READAPTATION DE COUBERT,Ile de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,80,77.48,A,Amélioration,85.73,80,84.06,80,76.48,80,50.16,80,72.7,80,77.0,71.3,80,72.82,78.23
770803989,CENTRE DE RÉADAPTATION CARDIAQUE DE LA BRIE,770803989,CTRE READAPTATION CARDIAQUE DE LA BRIE,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Non,,,NR,,,,,,,,,,,,,,,,
780110011,CH FRANCOIS QUESNAY    MANTES LA JOLIE,780000287,CH FRANCOIS QUESNAY MANTES,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780024113,CH DE PLAISIR,780000303,CENTRE HOSPITALIER DE PLAISIR,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780001236,CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE,780000311,CHI POISSY ST GERMAIN SITE DE POISSY,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780110078,CENTRE HOSPITALIER  DE VERSAILLES,780000345,CH DE VERSAILLES SITE RICHAUD,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780110094,HÔPITAL DU VESINET CENTRE,780000352,HOPITAL DU VESINET CENTRE,Ile de France,Centre Hospitaliers,Facultatif,Oui,33,76.51,B,Non calculable,85.78,33,80.03,33,76.11,33,59.07,33,73.11,33,76.0,78.8,33,72.82,78.29
780002697,CH INTERCOMM MEULAN-LES MUREAUX,780000428,CHI MEULAN (SITE DE BECHEVILLE),Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780530010,HÔPITAL PEDIATRIE REEDUCATION BULLION,780001657,HOPITAL PEDIATRIE REEDUCATION BULLION,Ile de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780008298,CLINIQUE ST REMY CLINEA,780008298,CLINIQUE SAINT REMY,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780018727,CLINIQUE SAINT GERMAIN,780018727,CLINIQUE SAINT GERMAIN,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780022760,CLINIQUE SSR - KORIAN LE GRAND PARC,780022760,CLINIQUE SSR - LE GRAND PARC INICEA,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,96,69.98,C,Amélioration,75.48,96,71.99,96,78.95,96,48.4,96,64.33,96,70.0,32.3,96,72.82,74.3
780023164,SSR OISEAU BLANC,780023164,CENTRE DE REEDUCATION L'OISEAU BLANC,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,79,80.11,A,Stable,85.77,79,81.76,79,81.07,79,80.94,79,71.18,79,80.0,75.6,78,72.82,74.3
780150017,CTRE DE SOINS DE SUITE ET READAPTATION-INSTITUT NEPHROLOGIE,780150017,CTR DE SOINS ET READAPTATION CESSRIN,Ile de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,129,77.51,A,Stable,83.91,129,80.08,129,81.88,129,69.46,129,66.68,129,78.0,71.3,129,72.82,78.23
780150066,HOPITAL LA PORTE VERTE,780150066,HOPITAL LA PORTE VERTE,Ile de France,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,53,77.89,A,Amélioration,82.26,53,80.96,53,81.99,53,69.23,53,67.54,53,78.0,64.2,53,72.82,78.23
780300075,CENTRE CARDIOLOGIQUE D'EVECQUEMONT,780300075,CENTRE CARDIOLOGIQUE D EVECQUEMONT,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,114,75.78,B,Amélioration,83.44,114,81.43,114,72.96,114,57.22,114,70.51,114,76.0,64.9,114,72.82,74.3
780300083,CLINIQUE MEDICALE GOUSSONVILLE,780300083,CLINIQUE MEDICALE DE GOUSSONVILLE,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
780300109,CLINIQUE VAL DE SEINE A LOUVECIENNE,780300109,CLINIQUE VAL DE SEINE A LOUVECIENNE,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,57,66.63,D,Stable,70.3,57,68.81,57,73.74,57,57.19,57,56.22,57,67.0,30.4,56,72.82,74.3
780300208,CLINIQUE SAINT LOUIS,780300208,CLINIQUE SAINT LOUIS,Ile de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780420022,ETAB. DE SUITE ET DE READ. LE TERRIER,780420022,SSR LE CERRSY,Ile de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,32,80.52,A,Non calculable,88.69,32,84.06,32,81.7,32,71.62,32,69.16,32,81.0,71.9,32,72.82,78.23
780630026,CENTRE PEDIATRIQUE DES COTES,780630026,CENTRE PEDIATRIQUE DES COTES,Ile de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
780700027,CLINIQUE DE BAZINCOURT,780700027,INSTITUT DE READAPTATION D'ACHERES,Ile de France,Etablissements de santé privés à but lucratif,Obligatoire,Oui,73,76.45,B,Diminution,82.08,73,80.83,73,80.85,73,49.77,73,72.22,73,76.0,64.4,73,72.82,74.3
780825816,CRF DE RICHEBOURG,780825816,FONDATION MALLET SITE RICHEBOURG,Ile de France,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
790000012,CENTRE HOSPITALIER DE NIORT,790000087,CENTRE HOSPITALIER DE NIORT,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
790006654,CTRE HOSPIT. NORD DEUX-SEVRES,790000103,SITE HOSPITALIER DE PARTHENAY,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
790000079,CH DE MAULEON,790000145,CTRE HOSPITALIER DE MAULEON,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
790000681,MELIORIS LE GRAND FEU,790000681,MELIORIS LE GRAND FEU,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,66,77.91,A,Amélioration,83.88,66,80.58,66,78.73,66,69.09,66,71.53,66,78.0,74.2,66,77.94,78.23
790006654,CTRE HOSPIT. NORD DEUX-SEVRES,790003537,SITE HOSPITALIER DE THOUARS,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
790008064,MELIORIS LE LOGIS DES FRANCS,790008064,MELIORIS LE LOGIS DES FRANCS,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,73,83.5,A,Stable,90.04,73,86.18,73,80.4,73,78.98,73,79.06,73,84.0,79.5,73,77.94,78.23
790006654,CTRE HOSPIT. NORD DEUX-SEVRES,790019848,SITE HOSPITALIER FAYE L'ABBESSE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000150,CLINIQUE DU VAL D'ANCRE,800000150,SSR PCP ALBERT,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000036,CENTRE HOSPITALIER D'ALBERT,800000184,CH ALBERT,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000051,CENTRE HOSPITALIER DE CORBIE,800000200,CH CORBIE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000085,CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE,800000390,CH CHIMR MONTDIDIER,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000085,CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE,800000440,CH CHIMR ROYE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000093,CENTRE HOSPITALIER DE PERONNE,800004152,SSR CH PERONNE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800000028,CENTRE HOSPITALIER D'ABBEVILLE,800006231,SSR CH ABBEVILLE,Hauts de France,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800008989,CLINIQUE DU VAL D'AQUENNES,800008989,SSR AQUENNES VILLERS-BRETONNEUX,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800009920,GROUPE SANTE VICTOR PAUCHET,800009920,CLINIQUE VICTOR PAUCHET DE BUTLER,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
800012528,CENTRE DE RÉÉDUCATION DES 3 VALLEES,800012528,SSR PAUCHET CORBIE,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,46,82.91,A,Stable,91.01,46,87.35,46,81.73,46,56.82,46,83.95,46,83.0,78.3,46,78.07,74.3
800016727,SOINS DE SUITE POLYVALENTS PAUCHET,800016727,SSR PAUCHET AMIENS,Hauts de France,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810000158,REFUGE PROTESTANT,810000158,SSR LE REFUGE PROTESTANT MAZAMET,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810000232,CENTRE MUTUALISTE REEDUCATION FONCTIONNELLE,810000232,CMRF ALBI,Occitanie,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,108,76.67,A,Amélioration,85.04,108,83.7,108,73.59,108,51.72,108,71.45,108,77.0,73.1,108,76.05,78.23
810000448,POLYCLINIQUE SAINTE BARBE,810000448,POLYCLI FILIERIS STE BARBE CARMAUX,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810000380,HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET,810000547,CHIC CASTRES MAZAMET SITE MAZAMET,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810000455,CENTRE HOSPITALIER DE LAVAUR,810000562,CH LAVAUR SITE GUIRAUD,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810003954,CENTRE DE RÉADAPTATION PERSONNES AGEES,810003954,CRPA VALENCE D'ALBIGEOIS,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810004200,MCR CHATEAU DE CAHUZAC,810004200,CL SSR KORIAN LE CHATEAU CAHUZAC,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,62,71.57,C,Diminution,77.96,62,73.64,62,72.57,62,68.89,62,63.69,62,72.0,37.7,61,76.05,74.3
810000380,HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET,810099838,CHIC CASTRES MAZAMET SITE MONGES CASTR,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
810101170,CLINIQUE TOULOUSE LAUTREC,810101170,CL TOULOUSE LAUTREC ALBI,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,34,67.92,D,Non calculable,72.39,34,69.7,34,69.45,34,57.3,34,65.24,34,68.0,35.3,34,76.05,74.3
820000016,CENTRE HOSPITALIER DE MONTAUBAN,820000032,CH MONTAUBAN,Occitanie,Centre Hospitaliers,Facultatif,Oui,37,77.79,A,Amélioration,85.53,37,83.01,37,79.4,37,57.91,37,70.12,37,78.0,64.9,37,76.05,78.29
820004950,CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC,820000198,CHI CASTELSARRASIN MOISSAC SITE CASTE,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
820000412,CHATEAU DE LONGUES-AYGUES,820000412,CL DE LONGUES AYGUES NEGREPELISSE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
820000248,CH DES DEUX RIVES,820000461,CH DES DEUX RIVES VALENCE D'AGEN,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
820002350,CRF CARDIAQUES BEAUMONT DE LOMAGNE,820002350,CTRE MIDI GASCOGNE BEAUMONT DE LOMAGNE,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,494,80.43,A,Stable,87.87,494,81.71,494,78.93,494,80.47,494,74.89,494,80.0,85.8,494,76.05,74.3
820003218,CLINIQUE LA PINEDE,820003218,CL SSR LA PINEDE ST NAUPHARY,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,62,70.72,C,Stable,78.62,62,73.53,62,79.46,62,53.35,62,58.86,62,71.0,35.5,62,76.05,74.3
830000303,HÔPITAL LEON BERARD,830000303,HOPITAL LEON BERARD,PACA,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,365,80.28,A,Stable,87.02,365,83.07,365,83.08,365,73.51,365,69.87,365,80.0,85.8,365,75.36,78.23
830016556,CLINIQUE LES ESPERELS,830016556,CLINIQUE LES ESPERELS,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,40,82.76,A,Stable,88.96,40,85.74,40,86.99,40,71.09,40,73.64,40,83.0,87.5,40,75.36,78.23
830017372,CENTRE BEAUSEJOUR,830017372,MOYEN SEJOUR DU COS BEAUSEJOUR,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,43,75.03,B,Stable,79.26,43,74.65,43,79.06,43,73.39,43,70.88,43,75.0,51.2,43,75.36,78.23
750712184,APHP HÔPITAL SAN SALVADOUR,830100012,APHP HOPITAL SAN SALVADOUR,PACA,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830100087,CENTRE LA CHENEVIERE,830100087,CCV DE SAINT RAPHAEL LA CHENEVIERE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,152,77.26,A,Amélioration,86.22,152,78.38,152,79.92,152,76.41,152,67.07,152,77.0,78.0,150,75.36,74.3
830100335,CLINIQUE LES OLIVIERS,830100335,CLINIQUE LES OLIVIERS,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
690781810,HOSPICES CIVILS DE LYON,830100558,HOPITAL RENEE SABRAN HYERES,PACA,Centre Hospitalo-Universitaires,Obligatoire,Oui,203,81.32,A,Stable,89.89,203,85.44,203,76.41,203,73.42,203,76.02,203,81.0,84.7,203,75.36,75.79
830100624,INSTITUT HELIO-MARIN COTE D'AZUR,830100624,CTRE MED ET READAP DES MTS TOULONNAIS,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,235,79.58,A,Stable,86.55,235,81.92,235,83.27,235,68.77,235,71.89,235,80.0,66.8,235,75.36,74.3
830100632,INSTITUT REED. FONCT. POMPONIANA OLBIA,830100632,INST REEDUC FONCT POMPONIANA OLBIA,PACA,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,54,81.53,A,Stable,89.42,54,83.97,54,81.44,54,67.42,54,80.13,54,82.0,74.1,54,75.36,78.23
830100681,CENTRE SSR MGEN PIERRE CHEVALIER,830100681,CENTRE SSR MGEN PIERRE CHEVALIER,PACA,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,169,76.72,A,Stable,82.92,169,80.49,169,80.03,169,70.85,169,61.99,169,77.0,71.6,169,75.36,78.23
830100756,CENTRE DE SOINS LES COLLINES DU REVEST,830100756,CENTRE DE SOINS LES COLLINES DU REVEST,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830100764,INSTITUT MEDICALISE DE MAR VIVO,830100764,INSTITUT MEDICALISE DE MAR VIVO,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830100806,CRF DU BESSILLON,830100806,CTRE REED FONCT DU BESSILLON,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,71,74.54,B,Amélioration,79.76,71,77.79,71,76.08,71,68.73,71,64.15,71,75.0,46.5,71,75.36,74.3
830100814,CENTRE DE CONVALESCENCE HELIADES,830100814,CLINIQUE HELIADES SANTE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,80,75.37,B,Amélioration,78.93,80,76.95,80,77.35,80,75.28,80,66.76,80,75.0,51.3,78,75.36,74.3
830101408,CENTRE GERIATRIE STE THERESE,830101408,CLINIQUE SAINTE THERESE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830200507,MAISON DE SANTÉ JEAN LACHENAUD,830200507,ETABLISSEMENT DE SANTE JEAN LACHENAUD,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,34,78.48,A,Stable,88.32,34,80.75,34,82.33,34,73.06,34,66.47,34,78.0,76.5,34,75.36,78.23
830100517,CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES,830206298,CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830100517,CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES,830206983,CH DEPARTEMENTAL DU VAR AU LUC,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
830100533,CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT,830213856,CH HYERES SITE RIONDET,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840000012,CENTRE HOSPITALIER DU PAYS D'APT,840000343,CENTRE HOSPITALIER DU PAYS D'APT,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840004659,CHI CAVAILLON LAURIS,840000418,CHI DE CAVAILLON LAURIS,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840000087,CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE,840000483,CH LOUIS GIORGI D'ORANGE,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130041916,CHI AIX PERTUIS,840000491,CHI SITE DE PERTUIS,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840000111,CENTRE HOSPITALIER DE VAISON LA ROMAINE,840000525,CH VAISON LA ROMAINE,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840000129,CENTRE HOSPITALIER JULES NIEL DE VALREAS,840000533,CH JULES NIEL DE VALREAS,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840004659,CHI CAVAILLON LAURIS,840000558,CTRE PNEUMO ROQUEFRAICHE CHI CAVAILLON,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
840006597,CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT,840001861,CH D'AVIGNON HENRI DUFFAUT,PACA,Centre Hospitaliers,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
840014088,KORIAN LES CYPRES,840014088,CLINIQUE LES CYPRES,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,96,72.9,B,Stable,80.59,96,78.5,96,71.17,96,58.66,96,63.77,96,73.0,53.2,94,75.36,74.3
840014849,CENTRE DE CONVALESCENCE ET DE REEDUCATION DU LAVARIN,840014849,CENTRE DE REEDUCATION DU LAVARIN,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,84,74.71,B,Diminution,81.75,84,78.37,84,79.89,84,63.87,84,60.72,84,75.0,61.0,82,75.36,74.3
840017214,CLINIQUE KORIAN MONT VENTOUX,840017214,CLINIQUE MONT VENTOUX,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,129,77.9,A,Amélioration,86.62,129,83.43,129,76.93,129,53.9,129,73.74,129,78.0,59.7,129,75.36,74.3
850000118,CLINIQUE SAINT CHARLES,850000118,CLINIQUE SAINT CHARLES,Pays de la Loire,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000142,CHD SITE LA ROCHE SUR YON,Pays de la Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000209,CHD-SITE DE LUCON,Pays de la Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000225,CHD - SITE DE MONTAIGU,Pays de la Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
